Date,BP,JNUG,TSLA
2017-02-23,-13.77641965877251,33.093955715140424,-4.885751439717545
2017-02-24,-14.693149987267539,25.19449431478138,-4.514211406278945
2017-02-27,-13.470842882607503,-10.592459605027072,-8.508266765743933
2017-02-28,-13.623631270689994,-6.044284859365801,-7.114991640349178
2017-03-01,-12.8342245989304,-0.7779772591264278,-7.114991640349178
2017-03-02,-13.114336643748326,-25.074805505685337,-6.929221623629878
2017-03-03,-13.190730837789555,-19.569120287253273,-6.53910458851934
2017-03-06,-13.496307613954572,-33.093955715140744,-6.669143600222849
2017-03-07,-13.750954927425418,-31.5380011968882,-7.635147687163224
2017-03-08,-15.17697988286213,-33.45302214242979,-8.28534274568079
2017-03-09,-14.693149987267528,-35.846798324356776,-9.009845810886075
2017-03-10,-12.579577285459543,-26.271693596648838,-9.45569385101238
2017-03-13,-13.241660300483726,-16.696588868940886,-8.54542076908782
2017-03-14,-14.871403106697123,-31.5380011968882,-4.1426713728403675
2017-03-15,-13.980137509549163,-8.916816277678185,-4.978636448077223
2017-03-16,-13.368983957219127,-11.310592459605173,-2.637934237414019
2017-03-17,-12.706900942194931,-19.569120287253273,-2.842281255805257
2017-03-20,-12.936083524318697,-15.260323159784694,-2.69366524242981
2017-03-21,-12.808759867583264,-11.78934769599056,-6.854913616942171
2017-03-22,-13.445378151260368,-14.901256732495638,-5.257291473156178
2017-03-23,-13.267125031830773,-20.04787552363866,-5.331599479843896
2017-03-24,-13.98013750954914,-20.885697187313102,-2.229240200631566
2017-03-27,-14.056531703590391,-16.098144823459137,0.39011703511058204
2017-03-28,-13.623631270689952,-23.39916217833644,3.0837822775404478
2017-03-29,-12.324929971988652,-21.005385996409455,3.06520527586851
2017-03-30,-12.095747389864876,-24.715739078396282,3.250975292587799
2017-03-31,-12.095747389864876,-22.681029323758352,3.3995913059632343
2017-04-03,-12.401324166029903,-18.491921005386125,10.904699981423027
2017-04-04,-11.40819964349361,-15.978456014362784,12.836708155303755
2017-04-05,-11.917494270435292,-16.696588868940875,9.604309864387917
2017-04-06,-11.560988031576125,-18.132854578097067,10.979007988110755
2017-04-07,-11.255411255411097,-19.329742669060558,12.409437116849386
2017-04-10,-10.644257703081072,-17.773788150808013,16.06910644621964
2017-04-11,-9.931245225362728,-12.746858168761344,14.694408322496821
2017-04-12,-9.727527374586032,-9.156193895870857,10.291658926249369
2017-04-13,-10.898905016551918,-18.611609814482456,12.948170165335382
2017-04-17,-10.797046091163576,-21.364452423698488,12.000743080066956
2017-04-18,-11.713776419658606,-23.27947336924008,11.554895039940627
2017-04-19,-13.063407181054076,-29.38360263315389,13.505480215493293
2017-04-20,-13.037942449706996,-31.17893476959913,12.390860115177471
2017-04-21,-13.419913419913254,-32.85457809694802,13.542634218837147
2017-04-24,-12.274000509294448,-37.1633752244166,14.45290730076172
2017-04-25,-11.739241151005697,-45.541591861161045,16.589262493033672
2017-04-26,-11.739241151005697,-45.182525433872,15.233141370982795
2017-04-27,-12.40132416602988,-47.69599042489534,14.675831320824884
2017-04-28,-12.605042016806555,-46.140035906642794,16.682147501393363
2017-05-01,-12.605042016806555,-50.29922202274093,19.951699795653056
2017-05-02,-11.510058568881941,-50.83782166367451,18.484116663570592
2017-05-03,-11.662846956964446,-52.48354278874932,15.548950399405626
2017-05-04,-12.605042016806568,-57.7199281867146,9.771502879435356
2017-05-05,-10.10949834479231,-55.146618791143084,14.564369310793325
2017-05-08,-9.778456837280203,-54.78755236385404,14.13709827233891
2017-05-09,-9.982174688056878,-55.116696588869,19.357235742151314
2017-05-10,-10.847975553857747,-52.2740873728307,20.8248188742338
2017-05-11,-10.338680926916055,-47.18731298623587,20.04458480401272
2017-05-12,-9.880315762668534,-44.70377019748661,20.67620286085834
2017-05-15,-9.065444359561836,-43.89587073608626,17.36949656325477
2017-05-16,-7.715813598166377,-42.54937163375233,17.77819060003725
2017-05-17,-7.89406671759596,-38.98862956313594,13.728404235556479
2017-05-18,-7.028265851795091,-45.00299222022749,16.310607467954764
2017-05-19,-5.933282403870477,-44.823459006582965,15.493219394389834
2017-05-22,-5.882352941176306,-42.6092160383005,15.307449377670522
2017-05-23,-5.958747135217557,-48.41412327947344,12.892439160319613
2017-05-24,-6.035141329258808,-47.12746858168768,15.251718372654754
2017-05-25,-7.308377896613017,-49.28186714542198,17.722459595021455
2017-05-26,-7.282913165265937,-48.29443447037709,20.80624187256188
2017-05-30,-7.639419404125092,-50.149611011370496,24.503065205275988
2017-05-31,-7.94499618029012,-50.80789946140043,26.695151402563756
2017-06-01,-7.715813598166365,-50.92758827049677,26.453650380828652
2017-06-02,-8.556149732620167,-48.95272292040701,26.267880364109363
2017-06-05,-8.123249299719737,-48.08497905445848,29.035853613226937
2017-06-06,-7.715813598166365,-38.958707360861844,31.097900798811185
2017-06-07,-9.803921568627283,-39.25792938360272,33.6243730261937
2017-06-08,-9.829386299974384,-42.459605026930056,37.469812372283215
2017-06-09,-8.75986758339684,-45.39198084979061,32.75125394761294
2017-06-12,-8.81079704609099,-42.42968282465597,33.38287200445858
2017-06-13,-8.250572956455137,-38.599640933572786,39.6804755712429
2017-06-14,-9.931245225362717,-46.97785757031724,41.42671372840434
2017-06-15,-10.262286732874804,-46.97785757031724,39.45755155117973
2017-06-16,-8.326967150496412,-46.080191502094614,37.98996841909727
2017-06-19,-8.22510822510808,-48.29443447037708,37.395504365595485
2017-06-20,-10.924369747899032,-48.683423099940214,38.305777447520065
2017-06-21,-11.76470588235281,-46.289646918013226,39.847668586290254
2017-06-22,-11.892029539088222,-43.20766008378223,42.15121679360956
2017-06-23,-11.280875986758188,-40.15559545182532,42.46702582203239
2017-06-26,-11.179017061369867,-42.100538599641,40.256362623072704
2017-06-27,-10.491469314998591,-43.47695990424902,34.62753111647785
2017-06-28,-10.185892538833574,-41.08318372232203,37.934237414081416
2017-06-29,-11.229946524064049,-44.82345900658296,34.03306706297609
2017-06-30,-11.764705882352821,-44.284859365649375,34.34887609139889
2017-07-03,-10.82251082251069,-49.64093357271101,31.005015790451473
2017-07-05,-12.350394703335754,-48.59365649311794,21.5307449377671
2017-07-06,-12.299465240641606,-50.89766606822267,14.75013932751259
2017-07-07,-12.503183091418279,-54.15918611609819,16.36633847297051
2017-07-10,-12.579577285459543,-51.0771992818672,17.42522756827054
2017-07-11,-12.50318309141829,-50.47875523638545,21.567898941110954
2017-07-12,-11.204481792717003,-49.85038898862961,22.422441018019757
2017-07-13,-11.586452762923273,-51.88509874326754,20.15604681404428
2017-07-14,-11.000763941940328,-49.79054458408143,21.79082296117414
2017-07-17,-11.077158135981591,-48.025134649910285,18.72561768530565
2017-07-18,-11.306340718105357,-47.067624177139486,21.95801597622151
2017-07-19,-10.797046091163665,-47.45661280670262,20.843395875905692
2017-07-20,-10.61879297173407,-47.00777977259132,22.571057031395192
2017-07-21,-11.688311688311614,-46.080191502094614,22.013746981237304
2017-07-24,-12.248535777947467,-49.16217833632561,27.252461452721597
2017-07-25,-11.128087598675762,-50.000000000000064,26.17499535574965
2017-07-26,-11.280875986758254,-44.703770197486605,27.7540404978637
2017-07-27,-10.898905016551996,-47.18731298623585,24.26156418354084
2017-07-28,-10.466004583651568,-44.165170556553036,24.484488203604005
2017-07-31,-10.516934046345728,-44.254937163375295,20.174623815716195
2017-08-01,-7.639419404125181,-44.58408138839026,18.72561768530565
2017-08-02,-7.308377896613094,-46.25972471573915,21.084896897640814
2017-08-03,-7.970460911637289,-46.73847995212454,28.961545606539207
2017-08-04,-7.486631016042688,-50.359066427289115,32.6026379342375
2017-08-07,-6.417112299465133,-51.19688809096357,31.952442875719946
2017-08-08,-6.951871657753905,-50.8677438659486,35.68642021177793
2017-08-09,-7.919531448943107,-48.68342309994023,35.073379156604204
2017-08-10,-9.676597911891916,-46.22980251346507,32.04532788407959
2017-08-11,-11.026228673287386,-44.793536804308886,32.95560096600416
2017-08-14,-11.68831168831157,-47.3668461998804,35.16626416496389
2017-08-15,-11.968423733129496,-49.58108916816286,34.62753111647792
2017-08-16,-12.681436210847863,-46.22980251346509,34.83187813486914
2017-08-17,-13.165266106442452,-45.9904248952724,30.7449377670445
2017-08-18,-13.01247771835995,-46.08019150209466,29.091584618242727
2017-08-21,-13.419913419913287,-43.74625972471584,25.52480029723212
2017-08-22,-13.037942449707018,-45.48174745661291,26.82519041426723
2017-08-23,-12.808759867583252,-44.28485936564941,31.06074679546731
2017-08-24,-12.961548255665766,-43.89587073608629,31.13505480215506
2017-08-25,-12.044817927170726,-43.357271095152704,29.31450863830589
2017-08-28,-12.223071046600321,-36.923997606223935,28.422812558053234
2017-08-29,-12.477718360071165,-35.78695391980862,29.054430614898873
2017-08-30,-12.477718360071165,-38.50987432675056,31.227939810514705
2017-08-31,-11.560988031576136,-32.52543387193308,32.23109790079894
2017-09-01,-11.459129106187781,-31.388390185517768,32.04532788407963
2017-09-05,-11.000763941940262,-25.074805505685337,29.89039569013574
2017-09-06,-10.05856888209814,-28.24655894673859,28.01411852127078
2017-09-07,-9.600203717850631,-23.608617594255044,30.26193572357436
2017-09-08,-10.05856888209815,-27.67803710353092,27.586847482816435
2017-09-11,-9.447415329768116,-33.752244165170644,35.12911016162008
2017-09-12,-8.963585434173527,-31.508078994614095,34.7761471298534
2017-09-13,-8.352431881843492,-35.906642728904934,36.07653724688853
2017-09-14,-7.486631016042644,-34.20107719928196,40.312093628088604
2017-09-15,-6.85001273236554,-37.163375224416605,41.110904699981596
2017-09-18,-6.671759612935945,-41.71154997007789,43.04291287386235
2017-09-19,-5.907817672523397,-40.60442848593665,39.36466654282016
2017-09-20,-5.194805194805053,-43.68641532016765,38.91881850269385
2017-09-21,-3.9979628214920737,-45.272292040694275,36.16942225524817
2017-09-22,-3.6923860453270785,-42.93836026331547,30.447705740293674
2017-09-25,-2.622867328749534,-39.94614003590673,28.181311536318198
2017-09-26,-3.5650623885916666,-43.806104129264,28.274196544677842
2017-09-27,-3.1830914183853865,-46.529024536205945,26.676574400891862
2017-09-28,-2.1645021645020135,-45.18252543387201,26.174995355749743
2017-09-29,-2.1390374331549333,-46.34949132256142,26.732305405907653
2017-10-02,-2.240896358543265,-46.55894673848003,26.899498420955027
2017-10-03,-1.4514896867836358,-44.524236983842094,29.35166264164979
2017-10-04,-1.5788133435190699,-43.14781567923408,31.89671187070422
2017-10-05,-1.6806722689074016,-45.63135846798333,32.02675088240772
2017-10-06,-2.5719378660553516,-42.01077199281876,32.60263793423756
2017-10-09,-2.0626432391136484,-39.85637342908448,27.41965446776906
2017-10-10,-1.1713776419656985,-42.250149611011466,32.119635890767384
2017-10-11,-1.0695187165773556,-40.245362058647615,31.748095857328785
2017-10-12,-0.6620830150240065,-41.77139437462607,32.156789894111235
2017-10-13,-0.4329004329002406,-42.07061639736695,32.10105888909545
2017-10-16,-0.20371785077649696,-45.451825254338814,30.26193572357436
2017-10-17,-1.476954418130716,-45.900658288450124,32.1753668957832
2017-10-18,-1.4005602240894532,-47.1274685816877,33.624373026193744
2017-10-19,-1.3241660300482128,-46.28964691801326,30.70778376370069
2017-10-20,-1.3241660300482128,-48.62357869539207,28.21846553966203
2017-10-23,-1.222307104659881,-49.640933572711035,25.208991268809356
2017-10-24,-0.6875477463711088,-51.436265709156274,25.33903028051285
2017-10-25,-1.222307104659881,-52.72292040694202,21.06631989596892
2017-10-26,-1.5788133435190588,-54.96708557749857,21.177781906000526
2017-10-27,-0.4329004329002517,-54.45840813883909,19.208619728775922
2017-10-30,0.8912655971481387,-52.483542788749325,18.929964703696967
2017-10-31,3.565062388592022,-54.63794135248361,23.184098086568984
2017-11-01,3.7942449707157655,-54.278874925194565,19.301504737135566
2017-11-02,3.565062388592022,-52.96229802513472,11.183355006502072
2017-11-03,3.2849503437740957,-54.24895272292047,13.728404235556502
2017-11-06,5.449452508276242,-51.346499102334,12.502322125209119
2017-11-07,5.627705627705826,-52.60323159784567,13.709827233884564
2017-11-08,5.423987776929162,-51.73548773189714,13.096786178710884
2017-11-09,3.6923860453274227,-52.30400957510479,12.576630131896827
2017-11-10,2.6228673287498783,-54.45840813883909,12.576630131896827
2017-11-13,1.553348612172356,-55.38599640933579,17.183726546535503
2017-11-14,0.8658008658010807,-56.313584679832495,14.694408322496866
2017-11-15,-0.45836516424729856,-55.655296229802566,15.66041240943723
2017-11-16,-1.273236567354008,-55.47576301615804,16.106260449563557
2017-11-17,-0.45836516424729856,-53.56074207061645,17.053687534831987
2017-11-20,-0.6875477463710644,-56.01436265709161,14.71298532416878
2017-11-21,-0.3565062388589557,-55.14661879114308,18.07542262678814
2017-11-22,1.2987012987015323,-53.32136445242375,16.14341445290741
2017-11-24,1.9862490450728076,-54.1591861160982,17.239457551551297
2017-11-27,0.6111535523302569,-53.141831238779226,17.70388259334954
2017-11-28,1.6042780748665386,-54.00957510472777,17.982537618428495
2017-11-29,1.1204481792719267,-56.49311789347702,14.267137284042475
2017-11-30,2.037178507766968,-56.852184320766064,14.750139327512679
2017-12-01,1.7316017316019616,-56.55296229802518,13.895597250603897
2017-12-04,1.6297428062135966,-58.258527827648166,13.394018205461776
2017-12-05,1.171377641966087,-60.08378216636749,12.836708155303867
2017-12-06,0.789406671759818,-61.72950329144229,16.384915474642515
2017-12-07,0.10185892538854269,-63.25553560742074,15.641835407765313
2017-12-08,0.9421950598423212,-62.17833632555361,17.09084153817586
2017-12-11,1.680672268907757,-62.05864751645724,22.199516997956657
2017-12-12,3.5395976572448973,-61.81926989826455,26.71372840423567
2017-12-13,3.514132925897817,-57.480550568521885,25.970648337358494
2017-12-14,3.463203463203657,-57.6600837821664,25.5433772989041
2017-12-15,2.5719378660556957,-57.98922800718137,27.605424484488374
2017-12-18,3.997962821492429,-56.0442848593657,25.896340330670785
2017-12-19,3.488668194550737,-55.56552962298029,23.01690507152161
2017-12-20,4.278074866310355,-52.87253141831244,22.236671001300536
2017-12-21,6.1370002546474955,-51.40634350688216,23.221252089912838
2017-12-22,5.143875732111192,-49.401555954518315,20.824818874233863
2017-12-26,6.1624649859945535,-46.02034709754644,17.889652610068897
2017-12-27,6.238859180035816,-46.31956912028732,15.790451421140773
2017-12-28,6.620830150242085,-46.40933572710958,17.16514954486359
2017-12-29,7.028265851795434,-46.85816876122089,15.678989411109189
2018-01-02,7.919531448943373,-42.19030520646325,19.097157718744317
2018-01-03,9.167303284950501,-45.1526032315979,17.871075608396936
2018-01-04,9.600203717850931,-44.25493716337529,16.886494519784634
2018-01-05,9.752992105933433,-45.481747456612865,17.629574586661857
2018-01-08,9.702062643239252,-47.93536804308802,24.986067248746213
2018-01-09,9.167303284950478,-50.98743267504493,23.982909158461972
2018-01-10,9.24369747899172,-49.34171154997012,24.39160319524443
2018-01-11,10.18589253883384,-48.114901256732544,25.56195430057604
2018-01-12,11.815635345047237,-43.716337522441705,24.911759242058462
2018-01-16,8.123249299720037,-40.69419509275889,26.342188370797093
2018-01-17,9.192768016297581,-43.65649311789353,28.98012260821119
2018-01-18,9.243697478991741,-46.97785757031723,28.014118521270802
2018-01-19,7.970460911637511,-46.349491322561384,30.0390117035112
2018-01-22,10.49146931499887,-46.020347097546434,30.614898755341045
2018-01-23,10.109498344792623,-43.56672651107127,31.079323797139292
2018-01-24,11.892029539088522,-40.27528426092167,28.515697566412946
2018-01-25,11.382734912146852,-46.19988031119097,25.450492290544457
2018-01-26,11.560988031576436,-45.21244763614608,27.382500464425163
2018-01-29,10.38961038961055,-50.86774386594859,29.871818688463826
2018-01-30,9.014514896867997,-52.78276481149018,28.47854356306907
2018-01-31,8.963585434173815,-50.56852184320771,31.6366338472972
2018-02-01,10.415075120957606,-50.86774386594859,29.76035667843224
2018-02-02,4.812834224599061,-56.70257330939561,27.716886494519933
2018-02-05,1.2987012987014435,-56.31358467983249,23.778562140070726
2018-02-06,3.310415075121087,-59.78456014362661,24.07579416682164
2018-02-07,1.8589253883372736,-60.921603830041924,28.181311536318198
2018-02-08,0.7130124777184665,-60.592459605026974,17.127995541519738
2018-02-09,-0.40743570155323816,-63.31538001196891,15.326026379342505
2018-02-12,1.527883880825165,-59.51526032315982,17.313765558239048
2018-02-13,1.0695187165776332,-58.49790544584086,20.24893182240404
2018-02-14,2.8011204481793506,-52.633153800119736,19.747352777261895
2018-02-15,1.4514896867839022,-52.393776181927045,24.112948170165495
2018-02-16,0.8912655971480277,-56.7324955116697,24.65168121865147
2018-02-20,0.6366182836772039,-60.323159784560175,24.373026193572535
2018-02-21,-1.0949834479245246,-60.5026929982047,23.834293145086537
2018-02-22,-0.0509294626940715,-60.65230400957514,28.608582574772612
2018-02-23,2.1135727018080974,-59.24596050269304,30.80066877206036
2018-02-26,2.5974025974027093,-57.121484141232834,32.7884079509569
2018-02-27,0.5856888209830657,-60.801915020945586,30.41055173694984
2018-02-28,-1.044053985230331,-61.22082585278281,27.456808471112936
2018-03-01,-0.8403361344536564,-59.545182525433916,22.96117406650584
2018-03-02,-1.451489686783669,-60.02393776181931,24.50306520527603
2018-03-05,-0.28011204481780405,-59.84440454817479,23.852870146758477
2018-03-06,0.7130124777184887,-57.63016157989234,21.939438974549663
2018-03-07,0.10185892538847607,-60.44284859365654,23.462753111647938
2018-03-08,0.4838298955947229,-60.173548773189744,22.273825004644408
2018-03-09,0.9931245225364149,-60.35308198683427,21.54932193943917
2018-03-12,1.4769544181310268,-59.51526032315982,28.367081553037533
2018-03-13,0.7130124777184887,-59.96409335727113,27.010960430986653
2018-03-14,-1.0185892538832508,-59.96409335727113,21.363551922719882
2018-03-15,-0.6111535523298794,-61.0113704368642,20.973434887609365
2018-03-16,0.5347593582889054,-61.57989228007186,19.39438974549528
2018-03-19,-1.324166030048235,-60.50269299820471,16.496377484674184
2018-03-20,-0.5856888209827993,-61.66965888689412,15.381757384358362
2018-03-21,2.1899668958494045,-57.6900059844405,17.610997584990006
2018-03-22,-0.6111535523298794,-59.33572710951531,14.843024335872412
2018-03-23,-0.3819709702061358,-56.76241771394379,12.037897083410964
2018-03-26,2.92844410491484,-56.01436265709161,13.022478172023288
2018-03-27,1.7825311942960331,-58.198683423099986,3.7339773360581807
2018-03-28,0.8403361344539118,-60.891681627767845,-4.216979379527941
2018-03-29,3.2340208810798243,-59.42549371633756,-1.114620100315622
2018-04-02,1.6297428062135078,-58.13883901855181,-6.186141556752556
2018-04-03,3.6669213139802537,-59.99401555954522,-0.5944640535015644
2018-04-04,4.481792717086952,-60.32315978456019,6.6134125952073575
2018-04-05,6.748153806977442,-59.75463794135253,13.579788222181177
2018-04-06,6.340718105424092,-58.6175942549372,11.20193200817412
2018-04-09,6.086070791953246,-58.737283064033555,7.616570685491597
2018-04-10,8.938120702826712,-57.71992818671458,13.2082481887426
2018-04-11,9.651133180545092,-54.78755236385402,11.814973063347844
2018-04-12,9.651133180545092,-56.792339916217884,9.269923834293415
2018-04-13,9.396485867074244,-54.48833034111315,11.59204904328468
2018-04-16,8.78533231474421,-54.6080191502095,8.192457737321446
2018-04-17,8.607079195314626,-53.6505086774387,6.892067620286335
2018-04-18,10.847975553858058,-52.633153800119736,8.991268809214459
2018-04-19,11.204481792717225,-52.034709754638,11.499164034925036
2018-04-20,10.771581359816796,-54.39856373429088,7.8394947055547615
2018-04-23,11.815635345047259,-57.15140634350693,5.275868474828416
2018-04-24,12.65597147950106,-55.804907241173,5.313022478172269
2018-04-25,12.477718360071478,-57.36086175942554,4.291287386216114
2018-04-26,14.209320091673217,-56.7324955116697,6.0746795467214065
2018-04-27,12.6050420168069,-56.64272890484744,9.269923834293415
2018-04-30,13.547237076649044,-58.58767205266311,9.195615827605707
2018-05-01,14.081996434937816,-57.89946140035911,11.424856028237329
2018-05-02,13.827349121466991,-56.433273488928826,11.889281070035596
2018-05-03,13.903743315508233,-55.026929982046724,5.684562511610913
2018-05-04,15.457091927680388,-54.78755236385402,9.269923834293458
2018-05-07,16.348357524828305,-55.50568521843212,12.483745123537382
2018-05-08,15.431627196333263,-55.17654099341717,12.186513096786511
2018-05-09,19.124013241660485,-55.3560742070617,14.007059260635678
2018-05-10,16.832187420422894,-52.66307600239384,13.31971019877427
2018-05-11,16.70486376368745,-53.65050867743872,11.852127066691786
2018-05-14,18.15635345047124,-54.877318970676306,8.471112762400491
2018-05-15,19.14947797300752,-57.7199281867146,5.591677503251313
2018-05-16,18.94576012223086,-57.749850388988676,6.446219580160095
2018-05-17,20.168067226890905,-57.77977259126277,5.721716514954811
2018-05-18,20.65189712248552,-57.7199281867146,5.721716514954811
2018-05-21,21.69595110771596,-56.852184320766064,5.703139513282873
2018-05-22,19.91341991342006,-58.16876122082591,2.173509195616141
2018-05-23,18.283677107206664,-57.15140634350695,3.6782463310424784
2018-05-24,16.501145912910744,-55.47576301615806,3.2323982909161497
2018-05-25,12.936083524318942,-57.83961699581095,3.603938324354772
2018-05-29,13.41991341991353,-58.64751645721131,5.42448448820394
2018-05-30,16.399286987522398,-57.18132854578104,8.378227754040847
2018-05-31,16.679399032340324,-58.46798324356679,5.79602452164254
2018-06-01,16.934046345811172,-58.22860562537409,8.415381757384699
2018-06-04,17.035905271199493,-58.25852782764818,10.254504922905783
2018-06-05,17.87624140565327,-57.74985038898869,8.173880735649597
2018-06-06,17.85077667430619,-57.63016157989234,18.707040683634023
2018-06-07,20.193531958237966,-57.809694793536856,17.443804569942767
2018-06-08,19.786096256684615,-58.4380610412927,18.019691621772616
2018-06-11,19.9898141074613,-57.69000598444052,23.388445104960432
2018-06-12,17.443340972752864,-58.13883901855181,27.345346461081554
2018-06-13,17.163228927934938,-57.660083782166424,28.10700352963067
2018-06-14,18.25821237585954,-57.001795332136496,32.89986996098868
2018-06-15,14.922332569391505,-58.70736086175947,33.067062976036034
2018-06-18,15.482556659027358,-58.70736086175947,37.78562140070632
2018-06-19,14.973262032085666,-59.575104727708016,30.986438788779868
2018-06-20,13.980137509549383,-60.44284859365654,34.571800111462395
2018-06-21,12.45225362872433,-59.99401555954523,29.11016161991491
2018-06-22,16.577540106952004,-58.58767205266313,23.964332156790235
2018-06-25,12.655971479501016,-59.575104727708016,23.722831135055134
2018-06-26,14.311179017061493,-59.99401555954523,27.0666914360026
2018-06-27,15.711739241151124,-61.04129263913829,27.995541519599108
2018-06-28,16.297428062134077,-60.89168162776786,30.020434701839484
2018-06-29,16.271963330786974,-59.15619389587079,27.419654467769284
2018-07-02,15.100585688821111,-60.38300418910837,24.484488203604315
2018-07-03,16.88311688311701,-58.25852782764818,15.493219394390078
2018-07-05,17.13776419658788,-57.00179533213651,14.861601337544439
2018-07-06,16.984975808505375,-56.313584679832495,14.768716329184794
2018-07-09,18.665648077412953,-56.19389587073614,18.335500650195403
2018-07-10,19.81156098803172,-56.58288450029928,19.803083782277888
2018-07-11,14.94779730073863,-59.66487133453027,18.502693665242774
2018-07-12,15.482556659027402,-59.21603830041897,17.66672859000593
2018-07-13,15.533486121721563,-60.023937761819326,18.465539661898923
2018-07-16,13.62363127069024,-60.77199281867151,15.214564369311123
2018-07-17,13.13980137509565,-61.400359066427335,19.895968790637554
2018-07-18,12.68143621084812,-60.921603830041924,20.323239829091943
2018-07-19,13.165266106442708,-62.387791741472206,18.98569570871298
2018-07-20,13.419913419913554,-61.72950329144229,16.514954486346255
2018-07-23,12.68143621084812,-62.98623578695396,12.650938138584777
2018-07-24,14.132925897631932,-61.998803111909076,10.5145829463128
2018-07-25,14.693149987267784,-60.801915020945586,14.712985324169026
2018-07-26,13.394448688566495,-62.41771394374629,13.93275125394795
2018-07-27,13.343519225872313,-62.53740275284264,10.421697937953155
2018-07-30,13.088871912401467,-63.19569120287256,7.802340702210997
2018-07-31,14.820473644003208,-63.04608019150213,10.77466096971984
2018-08-01,13.394448688566474,-63.73429084380613,11.77781906000408
2018-08-02,11.45912910618807,-64.84141232794737,29.871818688464092
2018-08-03,11.968423733129763,-64.12327947336927,29.351662641650034
2018-08-06,12.375859434683111,-65.32016756433276,27.066691436002642
2018-08-07,13.878278584161086,-66.51705565529626,41.01801969162222
2018-08-08,13.649096002037343,-66.30760023937765,37.59985138398705
2018-08-09,10.847975553858058,-66.42728904847401,30.94928478543604
2018-08-10,9.472880061115507,-67.05565529622983,32.082481887423775
2018-08-13,8.683473389355889,-70.37701974865354,32.41686791751852
2018-08-14,8.505220269926305,-71.09515260323163,29.165892624930745
2018-08-15,5.755029284441204,-76.21184919210057,25.840609325655215
2018-08-16,6.238859180035794,-78.33632555356075,24.633104216979774
2018-08-17,6.722689075630384,-76.6008378216637,13.50548021549358
2018-08-20,7.919531448943373,-75.76301615798926,14.601523314137443
2018-08-21,8.123249299720058,-75.34410532615203,19.59873676388668
2018-08-22,9.447415329768427,-75.13464991023342,19.505851755527036
2018-08-23,9.345556404380083,-77.49850388988632,18.929964703697188
2018-08-24,10.567863509040132,-74.98503889886298,19.93312279398143
2018-08-27,11.713776419658917,-73.5188509874327,18.61415567527438
2018-08-28,10.160427807486784,-75.13464991023342,15.864759427828702
2018-08-29,10.491469314998891,-75.25433871932977,13.31971019877427
2018-08-30,10.975299210593503,-76.33153800119692,12.632361136912863
2018-08-31,9.192768016297602,-76.6307600239378,12.07505108675495
2018-09-04,8.785332314744254,-77.85757031717537,7.356492662084668
2018-09-05,8.93812070282678,-78.54578096947937,4.309864387888118
2018-09-06,7.486631016042966,-78.75523638539799,4.384172394575825
2018-09-07,7.028265851795457,-78.66546977857573,-2.1920861972874683
2018-09-10,7.181054239877982,-79.443447037702,6.074679546721495
2018-09-11,8.607079195314693,-79.62298025134653,3.826862344417936
2018-09-12,9.77845683728058,-77.49850388988632,7.9509567155864325
2018-09-13,10.567863509040198,-78.00718132854581,7.542262678803957
2018-09-14,10.160427807486826,-78.87492519449435,9.678617871075934
2018-09-17,10.109498344792666,-77.3189706762418,9.548578859372437
2018-09-18,10.924369747899366,-77.55834829443451,5.8703325283302465
2018-09-19,11.99388846447691,-75.673249551167,11.090469998142627
2018-09-20,13.496307613954905,-74.68581687612212,10.848968976407548
2018-09-21,13.750954927425752,-75.73309395571518,11.127624001486502
2018-09-24,15.151515151515383,-76.33153800119693,11.350548021549645
2018-09-25,17.952635599694666,-76.1819269898265,11.833550065019827
2018-09-26,17.799847211612164,-77.19928186714546,15.028794352591813
2018-09-27,19.353195823784297,-78.78515858767209,14.248560282370736
2018-09-28,17.392411510058814,-77.85757031717539,-1.6347761471295685
2018-10-01,19.098548510313474,-77.73788150807903,15.437488389374266
2018-10-02,19.200407435701816,-76.12208258527832,11.833550065019804
2018-10-03,19.658772599949327,-76.98982645122685,9.530001857700455
2018-10-04,19.098548510313474,-76.78037103530824,4.718558424670527
2018-10-05,18.411000763942198,-77.16935966487138,-2.6750882407576837
2018-10-08,16.653934300993377,-76.66068222621189,-6.910644621957762
2018-10-09,17.163228927935048,-77.91741472172356,-2.3592792123348527
2018-10-10,14.973262032085799,-77.46858168761226,-4.551365409622621
2018-10-11,12.3758594346832,-73.21962896469185,-6.279026565112133
2018-10-12,13.445378151260744,-73.36923997606229,-3.8454393460892855
2018-10-15,13.318054494525345,-71.9329742669061,-3.5482073193383923
2018-10-16,13.827349121467037,-72.02274087372835,2.7679732491178832
2018-10-17,12.936083524319075,-72.92040694195097,0.9845810886125905
2018-10-18,11.688311688311948,-73.18970676241776,-1.9505851755523773
2018-10-19,12.044817927171136,-72.62118491921011,-3.3995913059629346
2018-10-22,9.854851031321887,-73.36923997606229,-3.0466282741962725
2018-10-23,7.715813598166799,-72.44165170556558,9.288500835965397
2018-10-24,4.379933791698765,-73.24955116696593,7.189299647037295
2018-10-25,5.9078176725238185,-75.82286056253744,16.9793795281445
2018-10-26,4.660045836516669,-76.30161579892284,22.942597064834125
2018-10-29,4.481792717087085,-77.19928186714546,24.410180196916585
2018-10-30,7.486631016043033,-76.98982645122685,22.571057031395505
